8.001019586314794818e-01,2.979841264556404301e-01,3.105211415806929942e-02,8.816760815077777647e-01,9.208848527940712847e-01,9.078928025144827885e-02,6.082412845639258991e-01,9.999999999999997780e-01,6.162667342258280057e-01,4.491923895856866911e-02,9.985997657447277520e-01,7.717372576202005119e-01,5.629982997080649199e-01,0.000000000000000000e+00
8.085627655849709772e-01,2.770773374275590228e-01,1.685677074947060927e-01,9.497872653433382384e-01,9.418817898899075614e-01,1.927604800400826435e-01,9.457695002093293724e-01,5.207553094942944938e-01,6.055813875710809313e-01,4.676829358978983053e-02,9.978703365286434313e-01,3.692771741044144074e-01,5.242265495659630403e-01,0.000000000000000000e+00
8.304198343757188683e-01,2.535182424983033478e-01,1.983068129235774912e-01,9.322493591348636199e-01,7.642651404361544554e-01,0.000000000000000000e+00,5.544494533155100990e-01,5.131682212701469403e-01,5.691312700847939166e-01,2.859960134509663687e-01,9.976998405014584348e-01,8.869988341362212703e-01,5.617470605498695591e-01,0.000000000000000000e+00
8.044089993700082042e-01,2.768058146268336239e-01,1.989050005666685994e-01,9.885700488155509946e-01,9.622199266038328203e-01,2.046646787650658050e-01,7.210671698030929333e-01,4.501674168487368455e-01,5.983905785944565459e-01,4.514342633991597076e-02,9.978171221634259958e-01,8.370424331477674951e-01,5.620199512396055752e-01,0.000000000000000000e+00
8.071210754481776828e-01,2.777580577515046945e-01,1.825785931428670350e-01,9.408557914634718689e-01,9.479247622927710060e-01,2.120718902366969527e-01,7.049366862136998702e-01,4.420508800072924238e-01,6.028099718247922345e-01,1.993067470418968465e-02,9.976581224840193052e-01,8.814165018411570518e-01,5.621585820843666426e-01,0.000000000000000000e+00
8.069924674960357036e-01,2.775619554920885634e-01,2.068135420029899585e-01,9.332669432751906635e-01,9.493253556809968519e-01,2.013236097678037795e-01,7.388218118345775132e-01,3.204488041528752440e-01,6.041997121973387008e-01,2.066177486596000937e-02,0.000000000000000000e+00,9.455997204242259091e-01,5.633502461345045731e-01,0.000000000000000000e+00
8.077491108960866972e-01,2.740588855960247594e-01,1.780719020585256329e-01,1.000000000000000000e+00,9.444550963397474463e-01,2.082857394930364703e-01,7.451444043265136319e-01,2.122790668262131142e-01,6.072591041985861970e-01,3.807592086567269940e-02,9.991790183794853064e-01,1.000000000000000000e+00,5.643248657624138076e-01,0.000000000000000000e+00
8.067220475551648562e-01,2.778403478438504770e-01,1.977953560025771940e-01,9.350144233402082339e-01,9.460261461872027100e-01,2.091680671972513395e-01,8.384421450928862818e-01,3.883456416469681649e-01,6.035220018188640623e-01,2.564610502594967187e-02,9.981257385562396500e-01,5.509717533324518524e-01,6.230308505581181322e-01,0.000000000000000000e+00
8.072089222629494909e-01,2.779060325179599777e-01,1.968377367989556093e-01,9.367490492270094116e-01,9.473284635344232374e-01,2.087881211271210569e-01,7.964781137545973166e-01,4.107479411809276115e-01,7.813892465118165154e-01,6.290686512735768066e-01,9.983982178737150770e-01,5.431982918672682015e-01,6.232996089115392380e-01,0.000000000000000000e+00
8.147963787724700202e-01,2.766003729378965215e-01,1.973219874307280131e-01,9.326305245317968451e-01,9.472929795208789860e-01,2.003629295532331767e-01,8.093377868253853746e-01,3.975520834289185679e-01,8.663979565424935192e-01,8.285105443496325606e-01,9.983384014691792929e-01,5.215470872458747298e-01,6.242204274681277809e-01,0.000000000000000000e+00
