4.338489626941564592e-01,2.927073703083623024e-01,5.430817848165854222e-01,4.773499858626574777e-01,5.774594983666820891e-01,7.294418897262513468e-01,3.559114146535123369e-01,4.990157481695987052e-01,6.740590613133934372e-01,5.210055607130188726e-02,6.831960186860067674e-01,6.854943604633171317e-01,5.300183741436495944e-05
4.337552379035433114e-01,2.927167997442574610e-01,5.428560003287604685e-01,4.770322847458628446e-01,5.775709077837540839e-01,7.293739497928255489e-01,3.383037832255967325e-01,9.978772615746027697e-01,6.717959086247885514e-01,5.140974347135101458e-02,6.829957660643760642e-01,6.852234185097315633e-01,5.565160624807576105e-05
4.337524352202650757e-01,2.926790201107621336e-01,5.428628016691356972e-01,4.771159226692840427e-01,5.772372275077962689e-01,7.294447510735450058e-01,3.790743660804010151e-01,1.114856665130337099e-03,6.717925213481532598e-01,5.140294799793321961e-02,6.829545595967130289e-01,6.876103173028329518e-01,5.693545517741597801e-05
4.359675568327558981e-01,2.941431134396929048e-01,5.415721027743154448e-01,4.777804544908081374e-01,5.772045642816578948e-01,7.300548742053459828e-01,8.545647019041525683e-01,1.845593292186091805e-01,6.717463965551472294e-01,5.135979750631729235e-02,6.831558372695271109e-01,6.889986323094681175e-01,5.414107989749775227e-05
4.333293998623943821e-01,2.941526017401600579e-01,5.387189135632894921e-01,5.181201436439965002e-01,5.775261808137579500e-01,7.293179234704521008e-01,3.546429762736900693e-01,4.977399515549701947e-01,6.734024812490811973e-01,5.088088216725075719e-02,6.832759077025352124e-01,6.856417231996716488e-01,9.875574554353349077e-01
7.136282696345601639e-01,3.663005047023136229e-01,5.814365684457286632e-01,4.278736334180546774e-01,5.006882032392160342e-01,7.662784763301064839e-01,3.290954394391695237e-01,5.017955873922619325e-01,6.692654592906751576e-01,5.200982810754042895e-02,6.867718946580806394e-01,6.861831015026766956e-01,5.499452537853662375e-05
4.377793361942625694e-01,2.940472806198875522e-01,5.451957252460020165e-01,4.770467689500022535e-01,5.767944441412568013e-01,7.301693963771967999e-01,3.547456721824956416e-01,4.999777257100708194e-01,6.744528405616870836e-01,5.215976744548216082e-02,4.974327580587838415e-01,6.854547593361088875e-01,5.201324886432232963e-05
4.403328841910331137e-01,3.492792300573326347e-01,5.498734093865951245e-01,7.242872853509256803e-01,5.753494619193721960e-01,7.272676413286944808e-01,3.541710271759073159e-01,5.013503606142577507e-01,6.802192968319329403e-01,5.255606190933838351e-02,6.831996653559345711e-01,6.855464416655256965e-01,5.526713282304098872e-05
4.331356558120181277e-01,2.923662682678648816e-01,5.304703743407003236e-01,4.758242229538184875e-01,5.502391587017796404e-01,7.425056814158270679e-01,7.352928751330896073e-01,6.894645429657298985e-01,6.685655809716397613e-01,5.102181873336656542e-02,6.769805302874565278e-01,6.855473204943849375e-01,5.589102560506930455e-05
4.358245932697275560e-01,2.943495747086452563e-01,5.410499652946433313e-01,4.756575455259250962e-01,5.772952667164847895e-01,7.295768663268880072e-01,3.583797993321512498e-01,4.987319066718192695e-01,6.720392563346871961e-01,5.162839982710851205e-02,6.802205357821080600e-01,9.194318256633089437e-01,5.747028911332730363e-05
4.347317157145139110e-01,2.933916219853698881e-01,5.439402232850293339e-01,4.729371374085986623e-01,5.761557431550285990e-01,7.285777736752648837e-01,3.580132707676103032e-01,4.991838706491277811e-01,6.747540390026975921e-01,5.222689841871143435e-02,6.868026861696943097e-01,4.586381128140526453e-01,5.406223266572328812e-05
2.900755113161496146e-01,3.908885699819275583e-01,8.241057795855424306e-01,2.773415336217456839e-01,5.975697214841190208e-01,7.177641560313755553e-01,3.493160065903953004e-01,5.294808145878920902e-01,6.891780941155277729e-01,5.335726445770200971e-02,6.832179148825553439e-01,6.855884968129299928e-01,5.660667472238430737e-05
5.370678374364969976e-01,3.942719701131760512e-01,7.738500959385652411e-01,7.116119765326122115e-01,1.081304826318303935e-01,1.843589178706627196e-01,4.306263253309340344e-01,7.103983059912528653e-01,6.358526301740332620e-01,4.963082805128767039e-02,6.830226568361110751e-01,6.854669326079556591e-01,5.212417322085797708e-05
