UserID,UUID,Version,TimeStemp,GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
97bb95f55a,1461851851708, 2.2, 2016-04-28 16:57:31.708,-0.010924480178756477,-0.009646714746113987,6.209897252168883e-08,2.750365597499818e-09,-3.719032258064516,-25.81258064516129,0.15773115954664327,0.17405105492589368,991.0502004761903,8.012947497319372e-06,1.7098237221297925e-06,-3.0134372887755103,18.45029201020408,1
97bb95f55a,1462080932700, 2.2, 2016-05-01 08:35:32.7,-0.12934446667563454,0.0091304514502538,-0.030928935250824408,0.006234588996265111,12.924705882352939,-37.071016042780755,7.829234914611008,-7.984286527514233,973.5022359999999,0.12234128261081237,0.2453369244380036,-0.4118578999500001,-1.1425618128636363,1
97bb95f55a,1462080992973, 2.2, 2016-05-01 08:36:32.973,-0.04708088575581632,-0.03346479371122449,-0.002010593291499262,0.00666207573092395,-1.5092063492063492,-8.236825396825397,1.0324889564336373,0.5663666666666668,973.5935628571428,-0.012797828845452905,-0.060013988406369935,-0.2880207071790244,-0.6825853639790244,1
97bb95f55a,1462098072337, 2.2, 2016-05-01 13:21:12.337,-0.013086774016500002,-0.005103948332500002,0.0003938814499328298,-0.0002814821287279147,-24.33619047619048,-36.118412698412705,0.2267620060790273,0.6083635258358661,970.1721904761904,-0.0034446192202494553,-0.007619955711609242,-0.12375034713869347,-0.8917968211557789,1
97bb95f55a,1462303256665, 2.2, 2016-05-03 22:20:56.665,-0.005735211561313138,-0.012406564705252513,0.006605436697320882,-0.008105923201079912,-29.67174603174603,-0.25174603174603355,-2.5217535967578533,6.041849746707193,973.4831485714287,-0.08256500462144531,-0.10666261593735996,-0.31420045475808084,-0.8951089199949495,1
97bb95f55a,1462303316871, 2.2, 2016-05-03 22:21:56.871,-0.005587338457711447,0.011044831698507462,-0.0007865763953522858,-0.0003716602175066145,-26.001497326203214,-3.712620320855615,-0.31545985854752473,0.5714585475245818,973.5072295238097,0.005615123884334695,-0.0015034347871274506,-0.23310989400547266,-0.922611551442786,1
97bb95f55a,1462303380534, 2.2, 2016-05-03 22:23:00.534,-0.00962325689284974,-0.008822928615129533,-1.5832131519443123e-05,-5.5401454684232716e-05,-30.97728260869565,-0.6384782608695652,0.01778382038488954,-0.0011888809693513724,973.5194628571428,-0.0007527414770661438,0.0023024798321580873,-0.2409603794583333,-0.92615477796875,1
97bb95f55a,1462303501285, 2.2, 2016-05-03 22:25:01.285,-0.003632332230721647,-0.011982852403711344,-5.2381195240251096e-05,-0.00012053089100443758,-31252,3.8080000000000003,0.12257698324022336,0.01541631284916206,973.6246199999999,-0.0001288388811799799,-0.003220116346634882,-0.22446895288201055,-0.9792394505571428,1
97bb95f55a,1462303560633, 2.2, 2016-05-03 22:26:00.633,-0.010737319353538458,0.01580415402964103,0.00016264911495295228,-0.0012839696417878738,16.618105263157894,7.576736842105262,0.3532699749373435,0.4109370426065162,973.7106242857144,-0.0022983246656968315,0.0003571099016107939,-0.22139183370531398,-1.026460314589372,1
97bb95f55a,1462680434986, 2.3, 2016-05-08 07:07:14.986,-0.005861644668282828,-0.011255218421515152,-0.00012923177473907007,-2.807128854962145e-05,-16.343560209424087,-23.530994764397906,0.07147433452741797,0.12862346651970244,978.8910722727272,-0.0015984912334289238,0.0008104605209812535,-0.1759851010049505,-0.9495994846039604,1
