4.365488034324018218e-01,4.379813707045210336e-01,5.055837938565838074e-01,9.582116489272348714e-01,4.333183485134777246e-01,2.930324419411495240e-01,5.449545348531773525e-01,4.753102576053494510e-01,5.770664930020987793e-01,7.294674616694886149e-01,3.548056185169382037e-01,4.989735032233252876e-01,6.744175307248160278e-01,5.221972286156385812e-02,8.569643260248738237e-01,4.155438471670722667e-01,7.839959512877709980e-01,7.263823622507364908e-01
4.372032156527118074e-01,4.371828536436320189e-01,6.155177626793449930e-01,2.441098837157273937e-02,4.358941405391641433e-01,2.936964570564145616e-01,5.431740541588327975e-01,4.776472965311495678e-01,5.771627848316266407e-01,7.297523610239222691e-01,3.538559498479091903e-01,4.976205878382762293e-01,6.725041556042216095e-01,5.141114353675825532e-02,8.655470955746606965e-01,4.861746288317261855e-01,5.981529168849643030e-01,5.202254479420511668e-01
4.376103886193672965e-01,4.369766774529994513e-01,4.871125385711703171e-01,9.947122247336814826e-01,4.337543589084670304e-01,2.926675428975449855e-01,5.428731783510385434e-01,4.771545317088680127e-01,5.779264025140052885e-01,7.293567171525999759e-01,3.337103368105766577e-01,9.953125702006757614e-01,6.718217868049009001e-01,5.141885183489230959e-02,8.784004955549702398e-01,3.957134497225334169e-01,5.946148174003434983e-01,1.787999671558214709e-01
4.376866190929665223e-01,4.363986219967744273e-01,4.866120040443233652e-01,9.835940716488216218e-01,4.337818128193938194e-01,2.930797367123815222e-01,5.439237167854289456e-01,4.771992339884169598e-01,5.776240672913757201e-01,7.295179050706254165e-01,3.569204625583496937e-01,4.994546257500789288e-01,6.749749818684089853e-01,5.199959957827731544e-02,8.864453025596776836e-01,3.985395559054701331e-01,6.431724040437070133e-02,6.395741996329527002e-01
4.362839567677029295e-01,4.378077042256064977e-01,8.650729066621476449e-01,2.309807996755984250e-01,4.416947470615086857e-01,2.993405065580168056e-01,5.421548336931996115e-01,4.776248074381836406e-01,5.752431907812883827e-01,7.299680781099338045e-01,3.566727946309913300e-01,4.977519783510897522e-01,6.738616804422460360e-01,5.128815831963286914e-02,8.296019266025206340e-01,4.539960442320979395e-01,6.120584113212710342e-01,1.727940748077371191e-01
4.372999623454739138e-01,4.348649128966962651e-01,5.220924382015553755e-01,9.581687989225204927e-01,4.333185980654705172e-01,2.934882591321208989e-01,5.443022024502470746e-01,4.775643440933333150e-01,5.760512868975343759e-01,7.313804444072847799e-01,3.518267442776972787e-01,5.033213377801412092e-01,6.719281173918181249e-01,5.161664098577781190e-02,8.751053233582408719e-01,3.973375504544822689e-01,6.444204309027417032e-01,4.255565260073052025e-02
4.375368238420068723e-01,4.368962743170415886e-01,1.600924248554103091e-01,7.943538333684988517e-01,4.337198804938684482e-01,2.927758175378991634e-01,5.421241000867043081e-01,4.772068519850508062e-01,5.775544362054263470e-01,7.293776428816490798e-01,3.556744403988462699e-01,4.985354644250896694e-01,6.746252726157689894e-01,5.306654080222407421e-02,9.131569490062130257e-01,3.706868857678456974e-01,7.493150494599514211e-01,6.991600494194415427e-01
4.332058868759862680e-01,4.441971543101801978e-01,4.985935756629998883e-01,4.990803753821360655e-01,4.535932953735836159e-01,3.115678596851260140e-01,5.499199243728053466e-01,4.693642680346208906e-01,5.722761429930092181e-01,7.363374682390940729e-01,3.528241924526243078e-01,5.007071331704504580e-01,6.726196270421727075e-01,5.184668296551921129e-02,8.738783639456605412e-01,4.377400717055664470e-01,6.101752741029461413e-01,4.978455481038406849e-01
4.361132511596280126e-01,4.382615954360603583e-01,8.609226366517410689e-01,2.027816459950573247e-01,4.341833544554741242e-01,2.927086944622723785e-01,5.444233340290371981e-01,4.787143373621696729e-01,5.760918528947065465e-01,7.301727442881531527e-01,3.631327229257101386e-01,4.967986373323828864e-01,6.725562123230452993e-01,5.153637827378056147e-02,8.546399303687273186e-01,4.810821626319236599e-01,5.959176124607897806e-01,9.397192268016505423e-01
4.375260786356495180e-01,4.369743012185889897e-01,5.178703403694701057e-01,3.711180854003459650e-03,4.337524063760451742e-01,2.926790621961629091e-01,5.428614881878881526e-01,4.771185818520252142e-01,5.773711896764233131e-01,7.294061033283006923e-01,3.788858677296843558e-01,7.408460445212927681e-04,6.717924210441922339e-01,5.140284424488675979e-02,8.735580447969463203e-01,4.824050754704241606e-01,6.024313999255623830e-01,1.165291941171886503e-01
