4.196074406837410065e-01,7.359831893820111270e-01,6.458413815864469387e-02,9.860325200681857583e-01,8.071770036779691848e-01,2.779248777088892952e-01,3.680047253236046201e-01,9.388773931520182359e-01,7.756804577764949693e-01,2.075940467470626660e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.046659179758979707e-01,2.697592545833261690e-01,4.377665974808747085e-01,5.180379309432154855e-01,7.608207863380016533e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.734324412752446087e-02,7.259130317771215202e-01,6.983448037248840556e-01,2.966969801317434485e-01,0.000000000000000000e+00,9.839724882252807170e-01,9.999999999999998890e-01,6.850744943844144785e-01,8.921494696286340620e-01,0.000000000000000000e+00,7.064034569150879905e-01,0.000000000000000000e+00,6.410650983760662891e-01,3.555267079855090051e-01,5.619633635210217193e-01,3.343663350187570799e-02
4.769952544038271181e-01,4.933739323106376418e-01,7.868372653286540008e-02,9.495037809028633591e-01,8.001019586314794818e-01,2.979841264556402636e-01,2.556442319923075690e-01,8.816760815077776536e-01,7.521986970364511471e-01,9.078928025144829272e-02,9.346164749890977230e-01,2.347674580938571842e-02,6.162667342258280057e-01,2.827313540968816041e-01,4.647589888967944005e-01,7.717372576202006229e-01,5.629982997080684726e-01,3.347740988419507097e-02
4.183771791157837594e-01,7.276807369737505748e-01,2.436774108710406117e-01,9.446348093343945873e-01,8.085627655849709772e-01,2.770773374275589118e-01,3.612851303180038554e-01,9.497872653433382384e-01,7.693494501163002930e-01,1.927604800400826435e-01,9.909490686493850342e-01,1.279879868304934637e-02,6.055813875710809313e-01,2.841199999220689332e-01,1.859339068255494443e-01,3.692771741044145184e-01,5.242265495659612640e-01,4.155113358342848312e-02
0.000000000000000000e+00,6.552198756557785497e-01,8.759081978546707781e-01,6.271818683017581497e-01,8.304198343757188683e-01,2.535182424983032368e-01,3.841310180946562181e-01,9.322493591348636199e-01,6.242683231048979930e-01,0.000000000000000000e+00,9.256387562932977264e-01,1.262975241398204412e-02,5.691312700847939166e-01,4.637807675625063020e-01,1.207616218054339274e-01,8.869988341362213813e-01,5.617470605498695591e-01,1.754199967378894387e-01
3.917227674784973246e-01,7.298079451439882792e-01,9.017360353340201362e-01,5.976493813265697508e-01,8.044089993700082042e-01,2.768058146268335129e-01,3.845905520169567993e-01,9.885700488155509946e-01,7.859620807725077318e-01,2.046646787650658050e-01,9.534468259136479329e-01,1.122604513906449303e-02,5.983905785944565459e-01,2.828997195231438000e-01,1.655926599685142997e-01,8.370424331477674951e-01,5.620199512396091279e-01,1.754607731202088017e-01
4.193731132799025652e-01,7.368765726041003328e-01,9.512592279064331358e-01,5.246143008039817479e-01,8.071210754481776828e-01,2.777580577515045834e-01,3.720484373023034697e-01,9.408557914634718689e-01,7.742854808848264048e-01,2.120718902366969527e-01,9.507546895663274711e-01,1.104520234005414159e-02,6.028099718247922345e-01,2.639648639979108591e-01,1.048148659313331565e-01,8.814165018411571628e-01,5.621585820843666426e-01,1.755015495025281647e-01
4.179618320940243215e-01,7.316996864905715992e-01,1.000000000000000000e+00,4.248046750749822631e-01,8.069924674960357036e-01,2.775619554920884524e-01,3.906659751853953644e-01,9.332669432751906635e-01,7.754295159056054931e-01,2.013236097678037795e-01,9.564100301400887405e-01,8.335812831625648289e-03,6.041997121973387008e-01,2.645139225115393233e-01,1.014592715720114557e-01,9.455997204242259091e-01,5.633502461345045731e-01,1.755831022671668629e-01
4.235129614664305819e-01,7.360300977017187884e-01,2.608688655272721202e-01,4.634043313036380618e-01,8.077491108960866972e-01,2.740588855960246484e-01,3.685863506903454545e-01,1.000000000000000000e+00,7.714513825704742978e-01,2.082857394930364703e-01,9.574652546138316955e-01,5.925706347973243304e-03,6.072591041985861970e-01,2.775920007540045864e-01,6.861789154158507431e-01,1.000000000000000000e+00,5.643248657624155840e-01,1.756238786494862258e-01
4.193578063823069635e-01,7.360610743076416718e-01,4.481652130448409155e-01,9.552152455889015847e-01,8.067220475551648562e-01,2.778403478438503660e-01,3.837381116083561361e-01,9.350144233402082339e-01,7.727346501197770445e-01,2.091680671972513395e-01,9.730364083023173016e-01,9.848607558766708792e-03,6.035220018188640623e-01,2.682571700885206800e-01,2.835615994589296696e-01,5.509717533324520744e-01,6.230308505581199086e-01,4.243598107975860567e-01
